date,pnl
2017-01-09,-465.00
2017-01-10,2790.00
2017-01-11,-0.00
2017-01-12,1395.00
2017-01-13,1860.00
2017-01-17,-0.00
2017-01-18,2790.00
2017-01-19,-465.00
2017-01-20,3720.00
2017-01-23,0.00
2017-01-24,930.00
2017-01-25,1395.00
2017-01-26,0.00
2017-01-27,930.00
2017-01-30,-1860.00
2017-01-31,-1395.00
2017-02-01,3255.00
2017-02-02,-1860.00
2017-02-03,930.00
2017-02-06,1860.00
2017-02-07,-930.00
2017-02-08,465.00
2017-02-09,1395.00
2017-02-10,-2790.00
2017-02-13,930.00
2017-02-14,-465.00
2017-02-15,-2325.00
